DISTRIBUCIONES LORTIZ DIST LORTIZ DLORTIZ S.A.;;;;;;;;;;;;;;;;;;
Reporte de Saldos de Inventario por Bodega;;;;;;;;;;;;;;;;;;
Fecha de Corte: 2026-05-08;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
Código;Categoría;Producto;Unidad;Código de catálogo;PVP;Costo;Marca;Almacenes;Bodegas Principales;Bodegas Showroom;Oficina Adams;Bodega Mercaderia en Transito;Bodega 2;Bodega Web;BODEGAS BATAN;Bodegas Muestras;BODEGAS TEMPORALES LAVANDERIA;Total General
132499-3/54;LEVA;LEVA P/CABALLERO BRUNO CASSINI;Unidad;TERNO-ENERO-2019;126;18,74;CASSINI LEVAS/CABALLEROS;;;;;;;;;;;0,00
132499-3/56;LEVA;LEVA P/CABALLERO BRUNO CASSINI;Unidad;TERNO-ENERO-2019;126;18,74;CASSINI LEVAS/CABALLEROS;;;;;;;;;;;0,00
132499-3/58;LEVA;LEVA P/CABALLERO BRUNO CASSINI;Unidad;TERNO-ENERO-2019;126;18,74;CASSINI LEVAS/CABALLEROS;;;;;;;;;;;0,00
13262;ROPA INTERIOR DAMA;PANTY CHAMELA;Unidad;;6,9;4,14;;;;;;;;;;;;0,00
132859;VESTIDO;VESTIDO LARGO ALEX EVENINGS;Unidad;;209,73;91,24;VESTIDOS AURA DEFAS 2018;;;;;;;;;;;0,00
132897;BLUSA;BLUSA ROSE OLIVE;Unidad;;32,96;18,5;ROPA TRAIDA ESTEFANIA - JUNIO 2018;;;;;;;;;;;0,00
13379/6;VESTIDO;VESTIDO ENFOCUS VINO TALLA 6;Unidad;VESTIDOS-NOV-2020;107,05;35;ROPA - EEUU - NOV 2020;;;;;;;;;;;0,00
13379/8;VESTIDO;VESTIDO ENFOCUS VINO TALLA 8;Unidad;VESTIDOS-NOV-2020;107,05;35;ROPA - EEUU - NOV 2020;;;;;;;;;;;0,00
13513;ROPA INTERIOR DAMA;CAMISETA CHAMELA;Unidad;;24,5;9,57;;;;;;;;;;;;0,00
135598;VESTIDO;VESTIDO CORTO P/DAMA BLACK/BEIGE;Unidad;20200204-MEYMOR;111,52;50;;;;;;;;;;;;0,00
1363;VESTIDO;VESTIDO LARGO DAVE & JHONNY;Unidad;;199,02;101,24;VESTIDOS AURA DEFAS 2018;;;;;;;;;;;0,00
13688-4;VESTIDO;VESTIDO ENFOCUS;Unidad;20191101-ESTEFANIA;129,38;15,99;;;;;;;;;;;;0,00
139037;VESTIDO;VESTIDO LARGO ALEX EVENINGS;Unidad;;189,2;96,24;VESTIDOS AURA DEFAS 2018;;;;;;;;;;;0,00
13PW0031;BLUSA;BLUSA KENNETH COLE;Unidad;;69,48;52;;;;;;;;;;;;0,00
13PW0031-AM/XS;BLUSA;BLUSA KENNETH COLE AMARILLO TALLA XS;Unidad;;69,48;52;;;;;;;;;;;;0,00
13PW0031-DZ/XS;BLUSA;BLUSA KENNETH COLE DURAZNO TALLA XS;Unidad;;69,48;52;;;;;;;;;;;;0,00
13PW0037;BLUSA;BLUSA KENNETH COLE;Unidad;;69,48;48,96;;;;;;;;;;;;0,00
13PW0037/XS;BLUSA;BLUSA KENNETH COLE TALLA XS;Unidad;;69,48;48,96;;;;;;;;;;;;0,00
13PW0103;PANTALON / DAMA ;PANTALON KENNETH COLE;Unidad;;44,55;59,67;;1,00;;;;;;;;;;1,00
1401;VESTIDOS DE FIESTA;VESTIDO LARGO DE FIESTA NAVY TL 16;Unidad;20200129-CONSIGNACION;256,16;130;;;;;;;;;;;;0,00
14038;GAFAS;M. GAFAS CHANEL VARIOS MODELOS;Unidad;;14,7;4,5;;2,00;;;;;;;;;;2,00
14040;GAFAS;M. GAFAS CHANEL VARIOS MODELOS;Unidad;;;4,5;;1,00;;;;;;;;;;1,00
141178-1;BLUSA;BLUSA URBAN ROMANTIC;Unidad;ESTEFANIA-NOV-2018;41,65;21,32;;;;;;;;;;;;0,00
141178-2;BLUSA;BLUSA CUBAN ROMANTIC;Unidad;ESTEFANIA-NOV-2018;36,43;18,35;;;;;;;;;;;;0,00
1417;VESTIDO;VESTIDO LARGO DAVE & JHONNY;Unidad;VESTIDOS-NOV-2018;229,38;110,45;VESTIDOS-NOV-2018 AURA DEFAS;;;;;;;;;;;0,00
14178-B;BLUSA;BLUSA URBAN ROMANTIC;Unidad;ESTEFANIA-NOV-2018;36,43;18,48;;;;;;;;;;;;0,00
14201-M;ROPA INTERIOR DAMA;BRASILERA CHAMELA;Unidad;;8,9;5,09;;;;;;;;;;;;0,00
142104;ILUMINACIÓN;CABLE 2X18 COBRE;Unidad;;0,5;0,5;;;;;;;;;;;;0,00
142105;ILUMINACIÓN;CABLE 2X14 GEMELO;Unidad;;0,74;0,74;;;;;;;;;;;;0,00
142106;ILUMINACIÓN;CINTA 110V - 3000K DE 10 MTS P/ROLLO;Unidad;;6,85;6,9;;7,00;4,00;;;;;;;;;11,00
142107;MATERIALES, EQUIPOS, ACCESORIOS - ORDEFAS;CINTA 3M NEGRA;Unidad;;0,87;0,87;;;1,00;;;;;;;;;1,00
142108;ILUMINACIÓN;SPOT 30 WATT BLANCO 4000K;Unidad;;7,17;7,17;;1,00;;;;;;;;;;1,00
142828;MATERIALES, EQUIPOS, ACCESORIOS - ORDEFAS;CINTA ADHESIVA DOBLE FAST;Unidad;;2,17;2,17;;;1,00;;;;;;;;;1,00
142980;ILUMINACIÓN;SPOT 30 WATT BLANCO 3000K;Unidad;;6,52;6,52;;20,00;;;;;;;;;;20,00
1431;VESTIDOS DE FIESTA;VESTIDO LARGO DAVE & JHONNY;Unidad;;174,02;91,24;VESTIDOS AURA DEFAS 2018;1,00;;;;;;;;;;1,00
1435;VESTIDO;VESTIDO DAVE & JHONNY;Unidad;;209,73;91,24;VESTIDOS AURA DEFAS 2018;;;;;;;;;;;0,00
143527;MATERIALES, EQUIPOS, ACCESORIOS - ORDEFAS;PANEL 120X60 6500K EMPOTRABLE;Unidad;;20,87;20,87;;;;;;;;;;;;0,00
1493;BLUSA;M.BLUSA ICOM;Unidad;;76,75;13,37;;;;;;;;;;;;0,00
14C-CPT-BN-14.5-S1;CAMISA;H. CAMISA P/CABALLERO P/S NAVY 32-33 BRUNO CASSINI;Unidad;20211025-CASSINI-CHINA;56,43;13,77;CASSINI CAMISAS CABALLEROS;1,00;;;;;;;;;;1,00
14C-CPT-BN-15-S1;CAMISA;H. CAMISA P/CABALLERO P/S NAVY 32-33 BRUNO CASSINI;Unidad;20211025-CASSINI-CHINA;56,43;13,77;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
14C-CPT-BN-15-S2;CAMISA;H. CAMISA P/CABALLERO P/S NAVY 34-35 BRUNO CASSINI;Unidad;20211025-CASSINI-CHINA;56,43;13,77;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
14C-CPT-BN-15.5-S1;CAMISA;H. CAMISA P/CABALLERO P/S NAVY 32-33 BRUNO CASSINI;Unidad;20211025-CASSINI-CHINA;56,43;13,77;CASSINI CAMISAS CABALLEROS;1,00;;;;;;;;;;1,00
14C-CPT-BN-15.5-S2;CAMISA;H. CAMISA P/CABALLERO P/S NAVY 34-35 BRUNO CASSINI;Unidad;20211025-CASSINI-CHINA;56,43;13,77;CASSINI CAMISAS CABALLEROS;1,00;;;;;;;;;;1,00
14C-CPT-BN-16-S1;CAMISA;H. CAMISA P/CABALLERO P/S NAVY 32-33 BRUNO CASSINI;Unidad;20211025-CASSINI-CHINA;56,43;13,77;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
14C-CPT-BN-16-S2;CAMISA;H. CAMISA P/CABALLERO P/S NAVY 34-35 BRUNO CASSINI;Unidad;20211025-CASSINI-CHINA;56,43;13,77;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
14C-CPT-BN-16.5-S1;CAMISA;H. CAMISA P/CABALLERO P/S NAVY 32-33 BRUNO CASSINI;Unidad;20211025-CASSINI-CHINA;56,43;13,77;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
14C-CPT-BN-16.5-S2;CAMISA;H. CAMISA P/CABALLERO P/S NAVY 34-35 BRUNO CASSINI;Unidad;20211025-CASSINI-CHINA;56,43;13,77;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
14C-CPT-BN-17-S1;CAMISA;H. CAMISA P/CABALLERO P/S NAVY 32-33 BRUNO CASSINI;Unidad;20211025-CASSINI-CHINA;56,43;13,77;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
14C-CPT-BN-17-S2;CAMISA;H. CAMISA P/CABALLERO P/S NAVY 34-35 BRUNO CASSINI;Unidad;20211025-CASSINI-CHINA;56,43;13,77;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
14C-CPT-BN-17.5-S2;CAMISA;H. CAMISA P/CABALLERO P/S NAVY 34-35 BRUNO CASSINI;Unidad;20211025-CASSINI-CHINA;56,43;13,77;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
14T100;BLUSA;BLUSA NOIR BLUSH;Unidad;;43,49;20;;;;;;;;;;;;0,00
15/FA4470010;CAMISA;CAMISA M/C CON CONTRASTE LATERAL/BUTTON DOWN;Unidad;;73,83;26;ANTHONY MORATO CAMISAS;1,00;;;;;;;;;;1,00
150-3-14.5-S1;CAMISA;H. CAMISA P/S BRUNO CASSINI WHITE 32-33;Unidad;2022-05-12-CASSINI-CHINA;43,39;10,32;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
150-3-15-S1;CAMISA;H. CAMISA P/S BRUNO CASSINI WHITE 32-33;Unidad;2022-05-12-CASSINI-CHINA;43,39;0;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
150-3-15-S2;CAMISA;H. CAMISA P/S BRUNO CASSINI WHITE 34-35;Unidad;2022-05-12-CASSINI-CHINA;43,39;10,32;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
150-3-15.5-S1;CAMISA;H. CAMISA P/S BRUNO CASSINI WHITE 32-33;Unidad;2022-05-12-CASSINI-CHINA;43,39;10,32;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
150-3-15.5-S2;CAMISA;H. CAMISA P/S BRUNO CASSINI WHITE 34-35;Unidad;2022-05-12-CASSINI-CHINA;43,39;10,32;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
150-3-16-S1;CAMISA;H. CAMISA P/S BRUNO CASSINI WHITE 32-33;Unidad;2022-05-12-CASSINI-CHINA;43,39;10,32;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
150-3-16-S2;CAMISA;H. CAMISA P/S BRUNO CASSINI WHITE 34-35;Unidad;2022-05-12-CASSINI-CHINA;43,39;10,32;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
150-3-16.5-S1;CAMISA;H. CAMISA P/S BRUNO CASSINI WHITE 32-33;Unidad;2022-05-12-CASSINI-CHINA;43,39;10,32;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
150-3-16.5-S2;CAMISA;H. CAMISA P/S BRUNO CASSINI WHITE 34-35;Unidad;2022-05-12-CASSINI-CHINA;43,39;10,32;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
150-3-17-S1;CAMISA;H. CAMISA P/S BRUNO CASSINI WHITE 32-33;Unidad;2022-05-12-CASSINI-CHINA;43,39;10,32;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
150-3-17-S2;CAMISA;H. CAMISA P/S BRUNO CASSINI WHITE 34-35;Unidad;2022-05-12-CASSINI-CHINA;43,39;10,32;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
150-3-17.5-S1;CAMISA;H. CAMISA P/S BRUNO CASSINI WHITE 32-33;Unidad;2022-05-12-CASSINI-CHINA;43,39;0;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
150-3-17.5-S2;CAMISA;H. CAMISA P/S BRUNO CASSINI WHITE 34-35;Unidad;2022-05-12-CASSINI-CHINA;43,39;10,32;CASSINI CAMISAS CABALLEROS;1,00;;;;;;;;;;1,00
150-GREEN-SH/27;SHORT;SHORT P/DAMA OBSENA;Unidad;;11,52;6,25;SHORT OBSENA;;;;;;;;;;;0,00
150-YELLOW-SH/25;SHORT;SHORT P/DAMA OBSENA;Unidad;;11,52;6,25;SHORT OBSENA;;;;;;;;;;;0,00
150-YELLOW-SH/27;SHORT;SHORT P/DAMA OBSENA;Unidad;;11,52;6,25;SHORT OBSENA;;;;;;;;;;;0,00
150/BLANCO/SH;SHORT;SHORT MUJER OBSENA;Unidad;;12,9;18;;;;;;;;;;;;0,00
150/BLUE-26;PANTALON / DAMA ;PANTALON DE MUJER;Unidad;;7,05;17,14;OBSENA PANTALON/JEAN;;;;;;;;;;;0,00
150/BLUE-27;PANTALON / DAMA ;PANTALON DE MUJER;Unidad;;7,05;18;OBSENA PANTALON/JEAN;;;;;;;;;;;0,00
150/BLUE-28;PANTALON / DAMA ;PANTALON DE MUJER;Unidad;;7,05;18;OBSENA PANTALON/JEAN;;;;;;;;;;;0,00
150/GREEN-25;PANTALON / DAMA ;PANTALON MUJER;Unidad;;7,05;18;OBSENA PANTALON/JEAN;;;;;;;;;;;0,00
150/GREEN-26;PANTALON / DAMA ;PANTALON MUJER;Unidad;;7,05;18;OBSENA PANTALON/JEAN;;;;;;;;;;;0,00
150/GREEN-27;PANTALON / DAMA ;PANTALON MUJER;Unidad;;7,05;18;OBSENA PANTALON/JEAN;;;;;;;;;;;0,00
150/GREEN-28;PANTALON / DAMA ;PANTALON MUJER;Unidad;;7,05;18;OBSENA PANTALON/JEAN;;;;;;;;;;;0,00
150/GREEN-29;PANTALON / DAMA ;PANTALON MUJER;Unidad;;7,05;15;OBSENA PANTALON/JEAN;;;;;;;;;;;0,00
150/GREEN-30;PANTALON / DAMA ;PANTALON MUJER;Unidad;;7,05;18;OBSENA PANTALON/JEAN;;;;;;;;;;;0,00
150/GREEN-SH/26;SHORT;SHORT OBSENA ;Unidad;;11,52;6,75;SHORT OBSENA;;;;;;;;;;;0,00
150/GREEN-SH/27;SHORT;SHORT OBSENA ;Unidad;;11,52;6,75;SHORT OBSENA;;;;;;;;;;;0,00
150/GREEN-SH/28;SHORT;SHORT OBSENA ;Unidad;;11,52;6,75;SHORT OBSENA;;;;;;;;;;;0,00
150/GREEN-SH/29;SHORT;SHORT OBSENA ;Unidad;;11,52;6,75;SHORT OBSENA;;;;;;;;;;;0,00
150/ORANGE/SH;SHORT;SHORT MUJER OBSENA;Unidad;;12,9;18;;;;;;;;;;;;0,00
150/PINK-27;PANTALON / DAMA ;PANTALON MUJER;Unidad;;7,05;18;OBSENA PANTALON/JEAN;;;;;;;;;;;0,00
150/PINK-28;PANTALON / DAMA ;PANTALON MUJER;Unidad;;7,05;18;OBSENA PANTALON/JEAN;;;;;;;;;;;0,00
150/SHORT/VER;SHORT;SHORT VERDE OBSEMA;Unidad;;12,9;18;;;;;;;;;;;;0,00
150/SHORT/VERLI;SHORT;SHORT  LIMOM OBSEMA;Unidad;;12,9;18;;;;;;;;;;;;0,00
150/YELLOW-25;PANTALON / DAMA ;PANTALON MUJER;Unidad;;12,9;18;OBSENA PANTALON/JEAN;;;;;;;;;;;0,00
150/YELLOW-26;PANTALON / DAMA ;PANTALON MUJER;Unidad;;12,9;18;OBSENA PANTALON/JEAN;;;;;;;;;;;0,00
150/YELLOW-27;PANTALON / DAMA ;PANTALON MUJER;Unidad;;7,05;18;OBSENA PANTALON/JEAN;;;;;;;;;;;0,00
150/YELLOW-28;PANTALON / DAMA ;PANTALON MUJER;Unidad;;12,9;18;OBSENA PANTALON/JEAN;;;;;;;;;;;0,00
15061;BLUSA;TRUE LIGHT BLUSA;Unidad;;41,88;20;;;;;;;;;;;;0,00
1509-14.5-S1;CAMISA;H. CAMISA P/S BRUNO CASSINI ROSE 32-33;Unidad;20260123-YIWU-CASSINI;56,43;10,56;CASSINI CAMISAS CABALLEROS;1,00;7,00;;;;;;1,00;;;9,00
1509-15-S1;CAMISA;H. CAMISA P/S BRUNO CASSINI ROSE 32-33;Unidad;20260123-YIWU-CASSINI;56,43;10,56;CASSINI CAMISAS CABALLEROS;2,00;2,00;;;;;;2,00;;;6,00
1509-15-S2;CAMISA;H. CAMISA P/S BRUNO CASSINI ROSE 34-35;Unidad;20260123-YIWU-CASSINI;56,43;10,56;CASSINI CAMISAS CABALLEROS;2,00;2,00;;;;;;1,00;;;5,00
1509-15.5-S1;CAMISA;H. CAMISA P/S BRUNO CASSINI ROSE 32-33;Unidad;20260123-YIWU-CASSINI;56,43;10,56;CASSINI CAMISAS CABALLEROS;3,00;4,00;;;;;;1,00;;;8,00
1509-15.5-S2;CAMISA;H. CAMISA P/S BRUNO CASSINI ROSE 34-35;Unidad;20260123-YIWU-CASSINI;56,43;10,56;CASSINI CAMISAS CABALLEROS;1,00;6,00;;1,00;;;;1,00;;;9,00
1509-16-S1;CAMISA;H. CAMISA P/S BRUNO CASSINI ROSE 32-33;Unidad;20260123-YIWU-CASSINI;56,43;10,56;CASSINI CAMISAS CABALLEROS;1,00;2,00;;;;;;1,00;;;4,00
1509-16-S2;CAMISA;H. CAMISA P/S BRUNO CASSINI ROSE 34-35;Unidad;20260123-YIWU-CASSINI;56,43;10,56;CASSINI CAMISAS CABALLEROS;2,00;2,00;;;;;;1,00;;;5,00
1509-16.5-S1;CAMISA;H. CAMISA P/S BRUNO CASSINI ROSE 32-33;Unidad;20260123-YIWU-CASSINI;56,43;10,56;CASSINI CAMISAS CABALLEROS;1,00;2,00;;;;;;1,00;;;4,00
1509-16.5-S2;CAMISA;H. CAMISA P/S BRUNO CASSINI ROSE 34-35;Unidad;20260123-YIWU-CASSINI;56,43;10,56;CASSINI CAMISAS CABALLEROS;3,00;8,00;;;;;;1,00;;;12,00
1509-17-S1;CAMISA;H. CAMISA P/S BRUNO CASSINI ROSE 32-33;Unidad;20260123-YIWU-CASSINI;56,43;10,56;CASSINI CAMISAS CABALLEROS;2,00;3,00;;;;;;1,00;;;6,00
1509-17-S2;CAMISA;H. CAMISA P/S BRUNO CASSINI ROSE 34-35;Unidad;20260123-YIWU-CASSINI;56,43;10,56;CASSINI CAMISAS CABALLEROS;2,00;2,00;;;;;;1,00;;;5,00
1509-17.5-S2;CAMISA;H. CAMISA P/S BRUNO CASSINI ROSE 34-35;Unidad;20260123-YIWU-CASSINI;56,43;10,56;CASSINI CAMISAS CABALLEROS;1,00;3,00;;;;;;1,00;;;5,00
150BG-3-17.5-S1;CAMISA;H. CAMISA P/S BIG SIZE BRUNO CASSINI WHITE 32-33;Unidad;2022-05-12-CASSINI-CHINA;56,43;11,02;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
150BG-3-17.5-S2;CAMISA;H. CAMISA P/S BIG SIZE BRUNO CASSINI WHITE 34-35;Unidad;2022-05-12-CASSINI-CHINA;56,43;11,02;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
150BG-3-18-S1;CAMISA;H. CAMISA P/S BIG SIZE BRUNO CASSINI WHITE 32-33;Unidad;2022-05-12-CASSINI-CHINA;56,43;11,02;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
150BG-3-18-S2;CAMISA;H. CAMISA P/S BIG SIZE BRUNO CASSINI WHITE 34-35;Unidad;2022-05-12-CASSINI-CHINA;56,43;11,02;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
150BG-3-18.5-S1;CAMISA;H. CAMISA P/S BIG SIZE BRUNO CASSINI WHITE 32-33;Unidad;2022-05-12-CASSINI-CHINA;56,43;11,02;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
150BG-3-18.5-S2;CAMISA;H. CAMISA P/S BIG SIZE BRUNO CASSINI WHITE 34-35;Unidad;2022-05-12-CASSINI-CHINA;56,43;11,02;CASSINI CAMISAS CABALLEROS;;;;;;1,00;;;;;1,00
150BG-3-19-S1;CAMISA;H. CAMISA P/S BIG SIZE BRUNO CASSINI WHITE 32-33;Unidad;2022-05-12-CASSINI-CHINA;56,43;11,02;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
150BG-3-19-S2;CAMISA;H. CAMISA P/S BIG SIZE BRUNO CASSINI WHITE 34-35;Unidad;2022-05-12-CASSINI-CHINA;56,43;11,02;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
150BG-3-19.5-S2;CAMISA;H. CAMISA P/S BIG SIZE BRUNO CASSINI WHITE 34-35;Unidad;2022-05-12-CASSINI-CHINA;56,43;11,02;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
150BG-3-20-S2;CAMISA;H. CAMISA P/S BIG SIZE BRUNO CASSINI WHITE 34-35;Unidad;2022-05-12-CASSINI-CHINA;56,43;11,02;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
152525;VESTIDO;M. VESTIDO MALAGUETA;Unidad;;35,71;25;;;;;;;;;;;;0,00
15290-32;ROPA INTERIOR DAMA;BRASSIER CHAMELA;Unidad;;33,83;14,89;;1,00;;;;;;;;;;1,00
1541;VESTIDO;VESTIDO LARGO COLORS;Unidad;;199,02;101,24;VESTIDOS AURA DEFAS 2018;;;;;;;;;;;0,00
1548;VESTIDO;VESTIDO CORTO COLORS;Unidad;;136,52;69,42;VESTIDOS AURA DEFAS 2018;;;;;;;;;;;0,00
15560-32;ROPA INTERIOR DAMA;BRASSIER CHAMELA;Unidad;;35,63;18,3;;;;;;;;;;;;0,00
155730-4;BLUSA;BLUSA ROSE OLIVE;Unidad;ESTEFANIA-NOV-2018;46,88;24,17;;;;;;;;;;;;0,00
15685-S;ROPA INTERIOR DAMA;SALIDA DE BANO CHAMELA;Unidad;;43,9;23,94;;;;;;;;;;;;0,00
15715-S;ROPA INTERIOR DAMA;VEST. / BANO CHAMELA;Unidad;;59,91;26,76;;;;;;;;;;;;0,00
15723;BLUSA;BLUSA I JOAH;Unidad;;37,3;20;;;;;;;;;;;;0,00
15723/L;BLUSA;BLUSA I JOAH;Unidad;;37,3;20;;;;;;;;;;;;0,00
1585-11BC-2/46;TERNO / CABALLERO ;TERNO P/CABALLEROS 2 BOTONES BRUNO CASSINI;Unidad;IMP-JONION-03-08-2018;117,3;42,09;CASSINI TERNOS - CABALLEROS;;;;;;;;;;;0,00
1585-11BC-2/48;TERNO / CABALLERO ;TERNO P/CABALLEROS 2 BOTONES BRUNO CASSINI;Unidad;IMP-JONION-03-08-2018;117,3;42,07;CASSINI TERNOS - CABALLEROS;;;;;;;;;;;0,00
1585-11BC-2/50;TERNO / CABALLERO ;TERNO P/CABALLEROS 2 BOTONES BRUNO CASSINI;Unidad;IMP-JONION-03-08-2018;165,13;41,97;CASSINI TERNOS - CABALLEROS;;;;;;;;;;;0,00
1585-11BC-2/52;TERNO / CABALLERO ;TERNO P/CABALLEROS 2 BOTONES BRUNO CASSINI;Unidad;IMP-JONION-03-08-2018;165,13;41,97;CASSINI TERNOS - CABALLEROS;;;;;;;;;;;0,00
1585-11BC-2/54;TERNO / CABALLERO ;TERNO P/CABALLEROS 2 BOTONES BRUNO CASSINI;Unidad;IMP-JONION-03-08-2018;165,13;41,92;CASSINI TERNOS - CABALLEROS;;;;;;;;;;;0,00
1585-11BC-2/56;TERNO / CABALLERO ;TERNO P/CABALLEROS 2 BOTONES BRUNO CASSINI;Unidad;IMP-JONION-03-08-2018;117,3;41,92;CASSINI TERNOS - CABALLEROS;;;;;;;;;;;0,00
1585-11BC-2/58;TERNO / CABALLERO ;TERNO P/CABALLEROS 2 BOTONES BRUNO CASSINI;Unidad;IMP-JONION-03-08-2018;165,13;41,92;CASSINI TERNOS - CABALLEROS;;;;;;;;;;;0,00
1591-9BC-2/46;TERNO / CABALLERO ;TERNO P/CABALLERO 2 BOTONES BRUNO CASSINI;Unidad;;165,13;45,43;CASSINI TERNOS - CABALLEROS;;;;;;;;;;;0,00
1591-9BC-2/48;TERNO / CABALLERO ;TERNO P/CABALLERO 2 BOTONES BRUNO CASSINI;Unidad;;165,13;47,05;CASSINI TERNOS - CABALLEROS;;;;;;;;;;;0,00
1591-9BC-2/50;TERNO / CABALLERO ;TERNO P/CABALLERO 2 BOTONES BRUNO CASSINI;Unidad;;165,13;47,82;CASSINI TERNOS - CABALLEROS;;;;;;;;;;;0,00
1591-9BC-2/52;TERNO / CABALLERO ;TERNO P/CABALLERO 2 BOTONES BRUNO CASSINI;Unidad;;165,13;47,05;CASSINI TERNOS - CABALLEROS;;;;;;;;;;;0,00
1591-9BC-2/54;TERNO / CABALLERO ;TERNO P/CABALLERO 2 BOTONES BRUNO CASSINI;Unidad;;165,13;48,06;CASSINI TERNOS - CABALLEROS;;;;;;;;;;;0,00
1591-9BC-2/56;TERNO / CABALLERO ;TERNO P/CABALLERO 2 BOTONES BRUNO CASSINI;Unidad;;165,13;44,84;CASSINI TERNOS - CABALLEROS;;;;;;;;;;;0,00
1591-9BC-2/58;TERNO / CABALLERO ;TERNO P/CABALLERO 2 BOTONES BRUNO CASSINI;Unidad;;165,13;47,4;CASSINI TERNOS - CABALLEROS;;;;;;;;;;;0,00
1594-11BC-2/46;TERNO / CABALLERO ;TERNO P/CABALLEROS 2 BOTONES BRUNO CASSINI;Unidad;IMP-JONION-03-08-2018;165,13;42,72;CASSINI TERNOS - CABALLEROS;;;;;;;;;;;0,00
1594-11BC-2/48;TERNO / CABALLERO ;TERNO P/CABALLEROS 2 BOTONES BRUNO CASSINI;Unidad;IMP-JONION-03-08-2018;117,3;42,8;CASSINI TERNOS - CABALLEROS;;;;;;;;;;;0,00
1594-11BC-2/50;TERNO / CABALLERO ;TERNO P/CABALLEROS 2 BOTONES BRUNO CASSINI;Unidad;IMP-JONION-03-08-2018;165,13;42,8;CASSINI TERNOS - CABALLEROS;;;;;;;;;;;0,00
1594-11BC-2/52;TERNO / CABALLERO ;TERNO P/CABALLEROS 2 BOTONES BRUNO CASSINI;Unidad;IMP-JONION-03-08-2018;165,13;42,8;CASSINI TERNOS - CABALLEROS;;;;;;;;;;;0,00
1594-11BC-2/54;TERNO / CABALLERO ;TERNO P/CABALLEROS 2 BOTONES BRUNO CASSINI;Unidad;IMP-JONION-03-08-2018;165,13;42,8;CASSINI TERNOS - CABALLEROS;;;;;;;;;;;0,00
1594-11BC-2/56;TERNO / CABALLERO ;TERNO P/CABALLEROS 2 BOTONES BRUNO CASSINI;Unidad;IMP-JONION-03-08-2018;165,13;42,8;CASSINI TERNOS - CABALLEROS;;;;;;;;;;;0,00
1594-11BC-2/58;TERNO / CABALLERO ;TERNO P/CABALLEROS 2 BOTONES BRUNO CASSINI;Unidad;IMP-JONION-03-08-2018;165,13;42,8;CASSINI TERNOS - CABALLEROS;;;;;;;;;;;0,00
1596-11/48;LEVA;LEVA P/CABALLERO BRUNO CASSINI;Unidad;2021-02-DEST;126;18,74;CASSINI LEVAS/CABALLEROS;;;;;;;;;;;0,00
1596-11BC-2/46;TERNO / CABALLERO ;TERNO P/CABALLERO 2 BOTONES BRUNO CASSINI;Unidad;IMP-JONION-03-08-2018;117,3;41,98;CASSINI TERNOS - CABALLEROS;;;;;;;;;;;0,00
1596-11BC-2/48;TERNO / CABALLERO ;TERNO BRUNO CASSINI COMBO;Unidad;IMP-JONION-03-08-2018;117,3;42;CASSINI TERNOS - CABALLEROS;;;;;;;;;;;0,00
1596-11BC-2/50;TERNO / CABALLERO ;TERNO P/CABALLERO 2 BOTONES BRUNO CASSINI;Unidad;IMP-JONION-03-08-2018;165,13;42,01;CASSINI TERNOS - CABALLEROS;;;;;;;;;;;0,00
