sku,nombre_contifico,codigo_barra,categoria_id,marca_nombre,pvp1,costo,stock_total_contifico,estado_contifico,motivo_exclusion
TER-LINO-2BC/50,TERNO P/CABALLERO LINO 2 BOTONES BRUNO CASSINI,TER-LINO-2BC/50,GP9aQE1Xc6g9aDMQ,CASSINI TERNOS - CABALLEROS,391.30,0.00,0.00,A,stock_total_0
SD040-2B-BLK/10,BOY SUIT SET BLACK,SD040-2B-BLK/10,OjZdyPO9rtNKJbJ4,,133.84,0.00,0.00,A,stock_total_0
SD040-2B-NV/8,BOY SUIT SET NAVY,SD040-2B-NV/8,OjZdyPO9rtNKJbJ4,,133.84,0.00,0.00,A,stock_total_0
VE-LYRA-RJ/L,VESTIDO LYRA ROJO,VELYRARJ-L,3RBe3DlqFmoxaLJr,,139.91,0.00,0.00,A,stock_total_0
FAL-BEGON-CCA/M,FALDA BEGONIA COCOA,FALBEGONCCA-M,mloej4vjfjDAbQMG,,86.00,0.00,0.00,A,stock_total_0
TOP-AZAF-LINO/M,TOP DE LINO AZAFRAN,TOPAZAFLINO-M,gArb63z8io7MdyR7,,66.00,0.00,0.00,A,stock_total_0
TER-LINO-2BC/56,TERNO P/CABALLERO LINO 2 BOTONES BRUNO CASSINI,TER-LINO-2BC/56,GP9aQE1Xc6g9aDMQ,CASSINI TERNOS - CABALLEROS,433.91,0.00,0.00,A,stock_total_0
PT-9E2712-9BC/38,CASSINI PANTALON DE VESTIR,PT-9E2712-9BC/38,onPeEolPsWOnbp1v,CASSINI PANTALON DE VESTIR,47.74,0.00,0.00,A,stock_total_0
VE-RU-AZO/M,M. VESTIDO RUBI AZUL OJALILLO,VE-RU-AZO/OM,3RBe3DlqFmoxaLJr,CONSIGNA SOLE,89.20,0.00,0.00,A,stock_total_0
CM-EL-WH/L,M. CAMISA ELENA BLANCA,CM-EL-WH/OL,gDGe7K3Zfm2yen2x,CONSIGNA SOLE,58.84,0.00,0.00,A,stock_total_0
CM-EL-WH/M,M. CAMISA ELENA BLANCA,CM-EL-WH/OM,gDGe7K3Zfm2yen2x,CONSIGNA SOLE,58.84,0.00,0.00,A,stock_total_0
CM-EL-WH/XS,M. CAMISA ELENA BLANCA,CM-EL-WH/OXS,gDGe7K3Zfm2yen2x,CONSIGNA SOLE,58.84,0.00,0.00,A,stock_total_0
CM-EL-WH/S,M. CAMISA ELENA BLANCA,CM-EL-WH/OS,gDGe7K3Zfm2yen2x,CONSIGNA SOLE,58.84,0.00,0.00,A,stock_total_0
VE-RU-AZO/S,M. VESTIDO RUBI AZUL OJALILLO,VE-RU-AZO/OS,3RBe3DlqFmoxaLJr,CONSIGNA SOLE,89.20,0.00,0.00,A,stock_total_0
VE-RU-AZO/XS,M. VESTIDO RUBI AZUL OJALILLO,VE-RU-AZO/OXS,3RBe3DlqFmoxaLJr,CONSIGNA SOLE,89.20,0.00,0.00,A,stock_total_0
VE-RU-AZM/XS,M. VESTIDO RUBI AZUL MARINO,VE-RU-AZM/OXS,3RBe3DlqFmoxaLJr,CONSIGNA SOLE,89.20,0.00,0.00,A,stock_total_0
VE-RU-AZO/L,M. VESTIDO RUBI AZUL OJALILLO,VE-RU-AZO/OL,3RBe3DlqFmoxaLJr,CONSIGNA SOLE,89.20,0.00,0.00,A,stock_total_0
VE-RU-AZM/L,M. VESTIDO RUBI AZUL MARINO,VE-RU-AZM/OL,3RBe3DlqFmoxaLJr,CONSIGNA SOLE,89.20,0.00,0.00,A,stock_total_0
VE-RU-AZM/M,M. VESTIDO RUBI AZUL MARINO,VE-RU-AZM/OM,3RBe3DlqFmoxaLJr,CONSIGNA SOLE,89.20,0.00,0.00,A,stock_total_0
VE-RU-AZM/S,M. VESTIDO RUBI AZUL MARINO,VE-RU-AZM/OS,3RBe3DlqFmoxaLJr,CONSIGNA SOLE,89.20,0.00,0.00,A,stock_total_0
VE-RU-AZM/S,M. VESTIDO RUBI AZUL MARINO,VE-RU-AZM/OS,3RBe3DlqFmoxaLJr,CONSIGNA SOLE,89.20,0.00,0.00,A,stock_total_0
VE-RU-AZM/M,M. VESTIDO RUBI AZUL MARINO,VE-RU-AZM/OM,3RBe3DlqFmoxaLJr,CONSIGNA SOLE,89.20,0.00,0.00,A,stock_total_0
VE-RU-AZM/L,M. VESTIDO RUBI AZUL MARINO,VE-RU-AZM/OL,3RBe3DlqFmoxaLJr,CONSIGNA SOLE,89.20,0.00,0.00,A,stock_total_0
CAM-ANDREA-AZ-NO-CONS/XS,CAMISA ANDREA AZUL NOCHE,CAMANDREAZNOCONSIG-XS,RYWb40xjCJE6bZ1m,CONSIGNA SOLE,46.00,0.00,0.00,A,stock_total_0
CA-ANDRE-AZ-NO-CONS/XL,CAMISA ANDREA AZUL NOCHE,CAMANDREAZNOCONSIG-XL,RYWb40xjCJE6bZ1m,CONSIGNA SOLE,46.00,0.00,0.00,A,stock_total_0
TOP-PAULA-WHT-CONSIG/XS,TOP BLUSA PAULA WHITE,TOPPAULAWHTCONSIG-XS,gArb63z8io7MdyR7,CONSIGNA SOLE,44.26,0.00,0.00,A,stock_total_0
TOP-PAULA-WHT-CONSIG/XL,TOP BLUSA PAULA WHITE,TOPPAULAWHTCONSIG-XL,gArb63z8io7MdyR7,CONSIGNA SOLE,44.26,0.00,0.00,A,stock_total_0
TOP-PAULA-WHT-CONSIG/S,TOP BLUSA PAULA WHITE,TOPPAULAWHTCONSIG-S,gArb63z8io7MdyR7,CONSIGNA SOLE,44.26,0.00,0.00,A,stock_total_0
TOP-PAULA-WHT-CONSIG/L,TOP BLUSA PAULA WHITE,TOPPAULAWHTCONSIG-L,gArb63z8io7MdyR7,CONSIGNA SOLE,44.26,0.00,0.00,A,stock_total_0
TOP-PAULA-WHT-CONSIG/M,TOP BLUSA PAULA WHITE,TOPPAULAWHTCONSIG-M,gArb63z8io7MdyR7,CONSIGNA SOLE,44.26,0.00,0.00,A,stock_total_0
TOP-PAULA-AZN-CONSIG/XS,TOP BLUSA PAULA AZUL MARINO,TOPPAULAAZNCONSIG-XS,gArb63z8io7MdyR7,CONSIGNA SOLE,44.26,0.00,0.00,A,stock_total_0
TOP-PAULA-AZN-CONSIG/XL,TOP BLUSA PAULA AZUL MARINO,TOPPAULAAZNCONSIG-XL,gArb63z8io7MdyR7,CONSIGNA SOLE,44.26,0.00,0.00,A,stock_total_0
TOP-PAULA-AZN-CONSIG/S,TOP BLUSA PAULA AZUL MARINO,TOPPAULAAZNCONSIG-S,gArb63z8io7MdyR7,CONSIGNA SOLE,44.26,0.00,0.00,A,stock_total_0
TOP-PAULA-AZN-CONSIG/L,TOP BLUSA PAULA AZUL MARINO,TOPPAULAAZNCONSIG-L,gArb63z8io7MdyR7,CONSIGNA SOLE,44.26,0.00,0.00,A,stock_total_0
TOP-PAULA-AZN-CONSIG/M,TOP PAULA AZUL MARINO,TOPPAULAAZNCONSIG-M,gArb63z8io7MdyR7,CONSIGNA SOLE,44.26,0.00,0.00,A,stock_total_0
ENT-GLORIA-AZ-NO-CONSIG/S,ENTERIZO GLORIA AZUL NOCHE,ENTGLORIAAZNOCONSIG-S,jMEeg4JzIlKNaQ5g,CONSIGNA SOLE,74.70,0.00,0.00,A,stock_total_0
ENT-GLORIA-AZ-NO-CONSIG/L,ENTERIZO GLORIA AZUL NOCHE,ENTGLORIAAZNOCONSIG-L,jMEeg4JzIlKNaQ5g,CONSIGNA SOLE,74.70,0.00,0.00,A,stock_total_0
ENT-GLORIA-AZ-NO-CONSIG/M,ENTERIZO GLORIA AZUL NOCHE,ENTGLORIAAZNOCONSIG-M,jMEeg4JzIlKNaQ5g,CONSIGNA SOLE,74.70,0.00,0.00,A,stock_total_0
ZP-HJVB-GAM-BGE/42,ZAPATOS P/CABALLERO GAMUZA BEIGE,ZP-HJVB-GAM-BGE/42,NO8bYP6Nc3mga7j4,,73.83,0.00,0.00,A,stock_total_0
ZP-HJVB-GAM-CL/42,ZAPATOS P/CABALLERO GAMUZA CELESTE,ZP-HJVB-GAM-CL/42,NO8bYP6Nc3mga7j4,,73.83,0.00,0.00,A,stock_total_0
142105,CABLE 2X14 GEMELO,,lY4er4kytA76b2Lz,,0.74,0.00,0.00,A,stock_total_0
142104,CABLE 2X18 COBRE,,lY4er4kytA76b2Lz,,0.50,0.00,0.00,A,stock_total_0
143527,PANEL 120X60 6500K EMPOTRABLE,,grRbD82pGHBwMb6L,,20.87,0.00,0.00,A,stock_total_0
MC4-CONNECT,CONECTOR MC4 1000VDC-30A PAR,,grRbD82pGHBwMb6L,,3.00,0.00,0.00,A,stock_total_0
TOB7Z-63,BREAKER 600VDC 2 POLOS RIEL DIN 32 AMP,,grRbD82pGHBwMb6L,,22.00,0.00,0.00,A,stock_total_0
CSOLAR10-M,CABLE FOTOVOLTAICO 10 ( SOLAR) METRO,,grRbD82pGHBwMb6L,,1.05,0.00,0.00,A,stock_total_0
AA25DX-N,AMARRAS (25 CMS) NEGRO DEXSON,,grRbD82pGHBwMb6L,,4.15,0.00,0.00,A,stock_total_0
3M20,CINTA AISLANTE (20YDS) NEGRO TEMFLEX 1500/155 3M,,grRbD82pGHBwMb6L,,1.00,0.00,0.00,A,stock_total_0
3M1700RO,CINTA AISLANTE ROJO 1700/165,,grRbD82pGHBwMb6L,,1.40,0.00,0.00,A,stock_total_0
PUL-CARTIER-CRA,PULSERA CORREA CARTIER,PUL-CARTIER-CRA,4pzb82yZNUjWQeEw,,34.70,0.00,0.00,A,stock_total_0
PUL-LUIS VUITON-CRA,PULSERA CORREA LUIS VUITON,,4pzb82yZNUjWQeEw,,34.70,0.00,0.00,A,stock_total_0
GEM-CARTIER-PL,GEMELOS CARTIER PLATA,GEM-CARTIER-PL,4pzb82yZNUjWQeEw,,130.35,0.00,0.00,A,stock_total_0
GEM-ARMANY-PL,GEMELOS ARMANY PLATA,GEM-ARMANY-PL,4pzb82yZNUjWQeEw,,130.35,0.00,0.00,A,stock_total_0
GEM-ARMANY-BLK,GEMELOS ARMANY BLACK,GEM-ARMANY-BLK,4pzb82yZNUjWQeEw,,130.35,0.00,0.00,A,stock_total_0
VEST-CAIRO-WH/S,VESTIDO CAIRO WHITE,VEST-CAIRO-WH/S,3RBe3DlqFmoxaLJr,,142.52,0.00,0.00,A,stock_total_0
VEST-CAIRO-WH/L,VESTIDO CAIRO WHITE,VEST-CAIRO-WH/L,3RBe3DlqFmoxaLJr,,142.52,0.00,0.00,A,stock_total_0
VEST-CAIRO-WH/M,VESTIDO CAIRO WHITE,VEST-CAIRO-WH/M,3RBe3DlqFmoxaLJr,,142.52,0.00,0.00,A,stock_total_0
VEST-DANA-WH/S,VESTIDO ALANA WHITE,VEST-DANA-WH/S,3RBe3DlqFmoxaLJr,,142.52,0.00,0.00,A,stock_total_0
VEST-DANA-WH/L,VESTIDO ALANA WHITE,VEST-DANA-WH/L,3RBe3DlqFmoxaLJr,,142.52,0.00,0.00,A,stock_total_0
VEST-DANA-WH/M,VESTIDO ALANA WHITE,VEST-DANA-WH/M,3RBe3DlqFmoxaLJr,,142.52,0.00,0.00,A,stock_total_0
CJ-ALANA-AZN/S,CONJUNTO ALANA AZUL,CJ-ALANA-AZN/S,jMEeg4JzIlKNaQ5g,,160.78,0.00,0.00,A,stock_total_0
CJ-ALANA-AZN/L,CONJUNTO ALANA AZUL,CJ-ALANA-AZN/L,jMEeg4JzIlKNaQ5g,,160.78,0.00,0.00,A,stock_total_0
CJ-ALANA-AZN/M,CONJUNTO ALANA AZUL,CJ-ALANA-AZN/M,jMEeg4JzIlKNaQ5g,,160.78,0.00,0.00,A,stock_total_0
VEST-DIOR-BLU/L,VESTIDO DIOR BLUE-BEIGE,VEST-DIOR-BLU/L,3RBe3DlqFmoxaLJr,,165.13,0.00,0.00,A,stock_total_0
VEST-DIOR-BLU/M,VESTIDO DIOR BLUE-BEIGE,VEST-DIOR-BLU/M,3RBe3DlqFmoxaLJr,,165.13,0.00,0.00,A,stock_total_0
CJ-VALE-BGE/L,CONJUNTO VALERIA BEIGE,CJ-VALE-BGE/L,jMEeg4JzIlKNaQ5g,,147.74,0.00,0.00,A,stock_total_0
CJ-VALE-BGE/M,CONJUNTO VALERIA BEIGE,CJ-VALE-BGE/M,jMEeg4JzIlKNaQ5g,,147.74,0.00,0.00,A,stock_total_0
VEST-RUBY/L,VESTIDO RUBY  MOPA,VEST-RUBY/L,3RBe3DlqFmoxaLJr,,142.52,0.00,0.00,A,stock_total_0
VEST-ANAST-GRN/S,VESTIDO ANASTACIA GREEN,VEST-ANAST-GRN/S,3RBe3DlqFmoxaLJr,,142.52,0.00,0.00,A,stock_total_0
PT-23E9919-95/36,H. PANTALON P/CABALLERO BRUNO CASSIN,PT-23E9919-95/40,onPeEolPsWOnbp1v,CASSINI PANTALON DE VESTIR,47.74,0.00,0.00,A,stock_total_0
LV-23E9919-95BC-2/58,LEVA BRUNO CASSINI,LV-23E9919-95BC-2/58,pXKdw4jpCLkPegWP,CASSINI LEVAS/CABALLEROS,173.83,0.00,0.00,A,stock_total_0
VEST-CALA-BLK/S,VESTIDO CALA BEIGE-BLACK,VEST-CALA-BLK/S,3RBe3DlqFmoxaLJr,,126.00,0.00,0.00,A,stock_total_0
VEST-CALA-BLK/M,VESTIDO CALA BEIGE-BLACK,VEST-CALA-BLK/M,3RBe3DlqFmoxaLJr,,126.00,0.00,0.00,A,stock_total_0
VEST-CALA-BLK/L,VESTIDO CALA BEIGE-BLACK,VEST-CALA-BLK/L,3RBe3DlqFmoxaLJr,,126.00,0.00,0.00,A,stock_total_0
VEST-SILENE-GRN/S,VESTIDO SILENE GREEN,VEST-SILENE-GRN/S,3RBe3DlqFmoxaLJr,,127.73,0.00,0.00,A,stock_total_0
VEST-SILENE-GRN/M,VESTIDO SILENE GREEN,VEST-SILENE-GRN/M,3RBe3DlqFmoxaLJr,,127.73,0.00,0.00,A,stock_total_0
VEST-DALIA-ORG/XL,VESTIDO DALIA ORANGE-WHITE,VEST-DALIA-ORG/XL,3RBe3DlqFmoxaLJr,,159.90,0.00,0.00,A,stock_total_0
VEST-DALIA-ORG/L,VESTIDO DALIA ORANGE-WHITE,VEST-DALIA-ORG/L,3RBe3DlqFmoxaLJr,,159.90,0.00,0.00,A,stock_total_0
VEST-ELOISA-SAL/S,VESTIDO ELOISA SALIA,VEST-ELOISA-SAL/S,3RBe3DlqFmoxaLJr,,126.00,0.00,0.00,A,stock_total_0
VEST-ELOISA-SAL/M,VESTIDO ELOISA SALIA,VEST-ELOISA-SAL/M,3RBe3DlqFmoxaLJr,,126.00,0.00,0.00,A,stock_total_0
VEST-ELOISA-SAL/L,VESTIDO ELOISA SALIA,VEST-ELOISA-SAL/L,3RBe3DlqFmoxaLJr,,126.00,0.00,0.00,A,stock_total_0
VEST-ELOISA-CRU/S,VESTIDO ELOISA CRUDO,VEST-ELOISA-CRU/S,3RBe3DlqFmoxaLJr,,126.00,0.00,0.00,A,stock_total_0
VEST-ELOISA-CRU/M,VESTIDO ELOISA CRUDO,VEST-ELOISA-CRU/M,3RBe3DlqFmoxaLJr,,126.00,0.00,0.00,A,stock_total_0
VEST-ELOISA-CRU/L,VESTIDO ELOISA CRUDO,VEST-ELOISA-CRU/L,3RBe3DlqFmoxaLJr,,126.00,0.00,0.00,A,stock_total_0
PT-22E2712-2/32,H. PANTALÓN P/CABALLERO BRUNO CASSINI,PT-22E2712-2/32,onPeEolPsWOnbp1v,CASSINI PANTALON DE VESTIR,56.43,0.00,0.00,A,stock_total_0
PT-24C9918-16-BC-2/46,H. PANTALON P/TERNO BRUNO CASSINI,,onPeEolPsWOnbp1v,,0.00,0.00,0.00,A,stock_total_0
PT-24C29918-15-BC-2/46,H. PANTALON P/TERNO BRUNO CASSINI,,onPeEolPsWOnbp1v,,0.00,0.00,0.00,A,stock_total_0
PT-24C29918-13-BC-2/46,H. PANTALON P/TERNO BRUNO CASSINI,,onPeEolPsWOnbp1v,,0.00,0.00,0.00,A,stock_total_0
PT-24C27428-65-BC-2/46,H. PANTALON P/TERNO BRUNO CASSINI,,onPeEolPsWOnbp1v,,0.00,0.00,0.00,A,stock_total_0
LV-24C27428-65-BC-2/46,H. LEVA BRUNO CASSINI  2 BOTONES,,pXKdw4jpCLkPegWP,,0.00,0.00,0.00,A,stock_total_0
LV-24C29918-13-BC-2/46,H. LEVA BRUNO CASSINI  2 BOTONES,,pXKdw4jpCLkPegWP,,0.00,0.00,0.00,A,stock_total_0
LV-24C29918-15-BC-2/46,H. LEVA BRUNO CASSINI  2 BOTONES,,pXKdw4jpCLkPegWP,,0.00,0.00,0.00,A,stock_total_0
LV-24C9918-16-BC-2/46,H. LEVA BRUNO CASSINI  2 BOTONES,,pXKdw4jpCLkPegWP,,0.00,0.00,0.00,A,stock_total_0
BLUSA-MATI-BL/M,BLUSA MATILDE BLACK,BLUSA-MATI-BL/M,RYWb40xjCJE6bZ1m,,59.04,0.00,0.00,A,stock_total_0
BLUSA-MILA-OL/L,BLUSA MILA OLIVE,BLUSA-MILA-OL/L,RYWb40xjCJE6bZ1m,,59.04,0.00,0.00,A,stock_total_0
BLUSA-MILA-OL/M,BLUSA MILA OLIVE,BLUSA-MILA-OL/M,RYWb40xjCJE6bZ1m,,59.04,0.00,0.00,A,stock_total_0
BLUSA-MILA-OL/S,BLUSA MILA OLIVE,BLUSA-MILA-OL/S,RYWb40xjCJE6bZ1m,,59.04,0.00,0.00,A,stock_total_0
BLUSA-MILA-BL/XL,BLUSA MILA BLACK,BLUSA-MILA-BL/XL,RYWb40xjCJE6bZ1m,,59.04,0.00,0.00,A,stock_total_0
BLUSA-MILA-BL/M,BLUSA MILA BLACK,BLUSA-MILA-BL/M,RYWb40xjCJE6bZ1m,,59.04,0.00,0.00,A,stock_total_0
BLUSA-MILA-BL/L,BLUSA MILA BLACK,BLUSA-MILA-BL/L,RYWb40xjCJE6bZ1m,,59.04,0.00,0.00,A,stock_total_0
BLUSA-MILA-BL/S,BLUSA MILA BLACK,BLUSA-MILA-BL/S,RYWb40xjCJE6bZ1m,,59.04,0.00,0.00,A,stock_total_0
P938-GAF-PORSCHE,M. GAFAS P/DAMA PORSCHE,P938-GAF-PORSCHE,9pgen45LfGgxbNQx,,13.83,0.00,0.00,A,stock_total_0
PT-9C28646-111BC/40,H. PANTALON P/CABALLERO BRUNO CASSINI,PT-9C28646-111BC/40,onPeEolPsWOnbp1v,CASSINI PANTALON DE VESTIR,39.04,0.00,0.00,A,stock_total_0
PT-23E3705-25/38,PANTALON P/CABALLERO BRUNO CASSINI AZUL,PT-23E3705-25,onPeEolPsWOnbp1v,CASSINI PANTALON DE VESTIR,47.74,0.00,0.00,A,stock_total_0
PT-22E2712-2/38,H. PANTALÓN P/CABALLERO BRUNO CASSINI,PT-22E2712-2/38,onPeEolPsWOnbp1v,CASSINI PANTALON DE VESTIR,56.43,0.00,0.00,A,stock_total_0
NT-S20220401-NAVY-S,MALETA CARRY ON NAUTICA NAVY PEQUEÑA,NT-S20220401-NAVY-S,OjZdyg8rhNKJaJ4m,,73.91,0.00,0.00,A,stock_total_0
NT-S20220401-NAVY-M,MALETA CARRY ON NAUTICA NAVY MEDIANA,NT-S20220401-NAVY-M,OjZdyg8rhNKJaJ4m,,95.65,0.00,0.00,A,stock_total_0
VEST-ROXANA-GRN/L,VESTIDO MOPA 2025-5 VERDE,VEST-ROXANA-GRN/L,3RBe3DlqFmoxaLJr,,119.90,0.00,0.00,A,stock_total_0
VEST-ROXANA-GRN/S,VESTIDO MOPA 2025-5 VERDE,VEST-ROXANA-GRN/S,3RBe3DlqFmoxaLJr,,119.90,0.00,0.00,A,stock_total_0
VEST-ROXANA-GRN/M,VESTIDO MOPA 2025-5 VERDE,VEST-ROXANA-GRN/M,3RBe3DlqFmoxaLJr,,119.90,0.00,0.00,A,stock_total_0
PANT-MILANO AZUL-XS,PANTALON ELEGANTE MILANO AZUL,PANT-MILANO AZUL-XS,grRbDnR8fBwMe6L2,CONSIGNA SOLE,67.74,0.00,0.00,A,stock_total_0
VEST-EDITH-MO/M,VESTIDO MOPA 2023-2,VEST-EDITH-MO/M,3RBe3DlqFmoxaLJr,,104.00,0.00,0.00,A,stock_total_0
VEST-MILADY-YW/L,VESTIDO NARANJA ROSA 2023-2,VEST-MILADY-YW/L,3RBe3DlqFmoxaLJr,,104.26,0.00,0.00,A,stock_total_0
VEST-MILADY-WH/M,VESTIDO NARANJA ROSA 2023-2,VEST-MILADY-WH/M,3RBe3DlqFmoxaLJr,,104.26,0.00,0.00,A,stock_total_0
VEST-NADIA-N.R/M,VESTIDO NARANJA ROSA 2024-6,VEST-NADIA-N.R/M,3RBe3DlqFmoxaLJr,,112.96,0.00,0.00,A,stock_total_0
VEST-NADIA-N.R/L,VESTIDO NARANJA ROSA 2024-6,VEST-NADIA-N.R/L,3RBe3DlqFmoxaLJr,,112.96,0.00,0.00,A,stock_total_0
PT-22E2712-2/30,H. PANTALÓN P/CABALLERO BRUNO CASSINI,PT-22E2712-2/30,onPeEolPsWOnbp1v,CASSINI PANTALON DE VESTIR,56.43,0.00,0.00,A,stock_total_0
PT-23E5296-4/28,H. PANTALON P/CABALLERO BRUNO CASSINI,PT-23E5296-4/O28,onPeEolPsWOnbp1v,CASSINI PANTALON DE VESTIR,47.74,0.00,0.00,A,stock_total_0
22C0906-4C-BC-2/10,H. TE,22C09064C/O10,OjZdyPO9rtNKJbJ4,CASSINI TERNOS NIÑOS,133.84,0.00,0.00,A,stock_total_0
CMST-CV-B90-001HGR/S,H. CAMISETA CARVEN H. GREY CARVEN,CMSTCVB90001HGR/OS,gArb6J8JHo7MbyR7,CARVEN CAMISETAS,8.61,0.00,0.00,A,stock_total_0
57PC006,H. PAÑUELO BLANCO 40X40CM BLANDO SET 3 PZAS,57PC006,4pzb8LqVHjWQbEwN,,11.22,0.00,0.00,A,stock_total_0
ZP-LOAFER-H-BLK/7,H. ZAPATOS P/CABALLEROS HEBILLA BLACK,ZPLOAFERHBLK/O7,NO8bYP6Nc3mga7j4,CASSINI ZAPATOS CABALLEROS,152.09,0.00,0.00,A,stock_total_0
ZP-LOAFER-H-BLK/7.5,H. ZAPATOS P/CABALLEROS HEBILLA BLACK,ZPLOAFERHBLK/O7.5,NO8bYP6Nc3mga7j4,CASSINI ZAPATOS CABALLEROS,152.09,0.00,0.00,A,stock_total_0
ZP-LOAFER-H-BLK/8,H. ZAPATOS P/CABALLEROS HEBILLA BLACK,ZPLOAFERHBLK/O8,NO8bYP6Nc3mga7j4,CASSINI ZAPATOS CABALLEROS,152.09,0.00,0.00,A,stock_total_0
ZP-LOAFER-H-BLK/8.5,H. ZAPATOS P/CABALLEROS HEBILLA BLACK,ZPLOAFERHBLK/O8.5,NO8bYP6Nc3mga7j4,CASSINI ZAPATOS CABALLEROS,152.09,0.00,0.00,A,stock_total_0
ZP-LOAFER-H-BLK/9,H. ZAPATOS P/CABALLEROS HEBILLA BLACK,ZPLOAFERHBLK/O9,NO8bYP6Nc3mga7j4,CASSINI ZAPATOS CABALLEROS,152.09,0.00,0.00,A,stock_total_0
ZP-LOAFER-H-BLK/9.5,H. ZAPATOS P/CABALLEROS HEBILLA BLACK,ZPLOAFERHBLK/O9.5,NO8bYP6Nc3mga7j4,CASSINI ZAPATOS CABALLEROS,152.09,0.00,0.00,A,stock_total_0
ENT-BELLAGIO-AZ-BEI/L,ENTERIZO BELLAGIO AZUL-BEIGE,ENT-BELLAGIO-AZ-BEI/L,jMEeg4JzIlKNaQ5g,CONSIGNA SOLE,69.48,0.00,0.00,A,stock_total_0
ENT-BELLAGIO-AZ-BEI/M,ENTERIZO BELLAGIO AZUL-BEIGE,ENT-BELLAGIO-AZ-BEI/M,jMEeg4JzIlKNaQ5g,CONSIGNA SOLE,69.48,0.00,0.00,A,stock_total_0
ENT-BELLAGIO-AZ-BEI/S,ENTERIZO BELLAGIO AZUL-BEIGE,ENT-BELLAGIO-AZ-BEI/S,jMEeg4JzIlKNaQ5g,CONSIGNA SOLE,69.48,0.00,0.00,A,stock_total_0
ENT-BELLAGIO-AZ-BEI/XS,ENTERIZO BELLAGIO AZUL-BEIGE,ENT-BELLAGIO-AZ-BEI/XS,jMEeg4JzIlKNaQ5g,CONSIGNA SOLE,69.48,0.00,0.00,A,stock_total_0
CAM-M/L-FIRENZE-BEIGE/M,CAMISA M/L FIRENZE BEIGE,CAM-M/L-FIRENZE-BEIGE/M,RYWb40xjCJE6bZ1m,CONSIGNA SOLE,68.61,0.00,0.00,A,stock_total_0
CAM-M/L-FIRENZE-BEIGE/S,CAMISA M/L FIRENZE BEIGE,CAM-M/L-FIRENZE-BEIGE/S,RYWb40xjCJE6bZ1m,CONSIGNA SOLE,68.61,0.00,0.00,A,stock_total_0
CAM-M/L-FIRENZE-WHITE/L,CAMISA M/L FIRENZE BLANCO,CAM-M/L-FIRENZE-WHITE/L,RYWb40xjCJE6bZ1m,CONSIGNA SOLE,65.13,0.00,0.00,A,stock_total_0
CAM-M/L-FIRENZE-WHITE/M,CAMISA M/L FIRENZE BLANCO,CAM-M/L-FIRENZE-WHITE/M,RYWb40xjCJE6bZ1m,CONSIGNA SOLE,65.13,0.00,0.00,A,stock_total_0
CAM-M/L-FIRENZE-WHITE/S,CAMISA M/L FIRENZE BLANCO,CAM-M/L-FIRENZE-WHITE/S,RYWb40xjCJE6bZ1m,CONSIGNA SOLE,65.13,0.00,0.00,A,stock_total_0
PANT-MILANO AZUL-L,PANTALON ELEGANTE MILANO AZUL,PANT-MILANO AZUL-L,grRbDnR8fBwMe6L2,CONSIGNA SOLE,67.74,0.00,0.00,A,stock_total_0
CHA-MILANO BLACK-M,CHALECO MILANO NEGRO,CHA-MILANO BLACK-M,RYWb40xjCJE6bZ1m,CONSIGNA SOLE,52.09,0.00,0.00,A,stock_total_0
CHA-MILANO BLACK-S,CHALECO MILANO NEGRO,CHA-MILANO BLACK-S,RYWb40xjCJE6bZ1m,CONSIGNA SOLE,52.09,0.00,0.00,A,stock_total_0
PANT-MILANO AZUL-M,PANTALON ELEGANTE MILANO AZUL,PANT-MILANO AZUL-M,grRbDnR8fBwMe6L2,CONSIGNA SOLE,67.74,0.00,0.00,A,stock_total_0
PANT-MILANO AZUL-S,PANTALON ELEGANTE MILANO AZUL,PANT-MILANO AZUL-S,grRbDnR8fBwMe6L2,CONSIGNA SOLE,67.74,0.00,0.00,A,stock_total_0
BLUS-PRISILA-S,BLUSA PRISILA,BLUS-PRISILA-S,RYWb40xjCJE6bZ1m,,65.13,0.00,0.00,A,stock_total_0
PT-23C29118-16/48,H. PANTALON P/CABALLERO BRUNO CASSIN,PT-23C29118-16/O48,onPeEolPsWOnbp1v,CASSINI PANTALON DE VESTIR,61.65,0.00,0.00,A,stock_total_0
PT-23E5296-4/30,H. PANTALON P/CABALLERO BRUNO CASSINI,PT-23E5296-4/O30,onPeEolPsWOnbp1v,CASSINI PANTALON DE VESTIR,78.17,0.00,0.00,A,stock_total_0
PT-22A700112-2/38,H. PANTALON P/CABALLERO BRUNO CASSIN,PT-22A700112-2/O38,onPeEolPsWOnbp1v,CASSINI PANTALON DE VESTIR,52.09,0.00,0.00,A,stock_total_0
8500DC-16.5-S1,H. CAMISA D/P WHITE BRUNO CASSINI 32-33,8500DC202491651,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,82.52,0.00,0.00,A,stock_total_0
8500DC-16.5-S2,H. CAMISA D/P WHITE BRUNO CASSINI 34-35,8500DC202491652,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,82.52,0.00,0.00,A,stock_total_0
8500DC-17.5-S2,H. CAMISA D/P WHITE BRUNO CASSINI 34-35,8500DC202491752,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,82.52,0.00,0.00,A,stock_total_0
