Categoría,Subcategoría,Código,Código Catálogo 	,Nombre,Serie,Unidad,Marca,Costo Prom,Stock Mínimo,Stock,Total
CAMISA,CAMISA,11701DC-15.5-S2,20240307-CASSINI-YIWU,H. CAMISA D/P BRUNO CASSINI WHITE 34-35,,Unidad,CASSINI CAMISAS CABALLEROS,13.29,0.00,1.00,13.29
CAMISA,CAMISA,11701DC-16-S2,20240307-CASSINI-YIWU,H. CAMISA D/P BRUNO CASSINI WHITE 34-35,,Unidad,CASSINI CAMISAS CABALLEROS,12.36,0.00,1.00,12.36
CAMISA,CAMISA,11701DC-17-S2,20240307-CASSINI-YIWU,H. CAMISA D/P BRUNO CASSINI WHITE 34-35,,Unidad,CASSINI CAMISAS CABALLEROS,11.81,0.00,1.00,11.81
CAMISA,CAMISA,11704-14.5-S1,20260123-YIWU-CASSINI,H. CAMISA P/S BRUNO CASSINI BLUE 32-33,,Unidad,CASSINI CAMISAS CABALLEROS,10.56,0.00,4.00,42.24
CAMISA,CAMISA,11704-15-S1,20260123-YIWU-CASSINI,H. CAMISA P/S BRUNO CASSINI BLUE 32-33,,Unidad,CASSINI CAMISAS CABALLEROS,10.56,0.00,3.00,31.68
CAMISA,CAMISA,11704-15-S2,20260123-YIWU-CASSINI,H. CAMISA P/S BRUNO CASSINI BLUE 34-35,,Unidad,CASSINI CAMISAS CABALLEROS,10.56,0.00,3.00,31.68
CAMISA,CAMISA,11704-15.5-S1,20260123-YIWU-CASSINI,H. CAMISA P/S BRUNO CASSINI BLUE 32-33,,Unidad,CASSINI CAMISAS CABALLEROS,10.56,0.00,4.00,42.24
CAMISA,CAMISA,11704-15.5-S2,20260123-YIWU-CASSINI,H. CAMISA P/S BRUNO CASSINI BLUE 34-35,,Unidad,CASSINI CAMISAS CABALLEROS,10.56,0.00,5.00,52.80
CAMISA,CAMISA,11704-16-S1,20260123-YIWU-CASSINI,H. CAMISA P/S BRUNO CASSINI BLUE 32-33,,Unidad,CASSINI CAMISAS CABALLEROS,10.56,0.00,2.00,21.12
CAMISA,CAMISA,11704-16-S2,20260123-YIWU-CASSINI,H. CAMISA P/S BRUNO CASSINI BLUE 34-35,,Unidad,CASSINI CAMISAS CABALLEROS,10.56,0.00,3.00,31.68
CAMISA,CAMISA,11704-16.5-S1,20260123-YIWU-CASSINI,H. CAMISA P/S BRUNO CASSINI BLUE 32-33,,Unidad,CASSINI CAMISAS CABALLEROS,10.56,0.00,2.00,21.12
CAMISA,CAMISA,11704-16.5-S2,20260123-YIWU-CASSINI,H. CAMISA P/S BRUNO CASSINI BLUE 34-35,,Unidad,CASSINI CAMISAS CABALLEROS,10.56,0.00,4.00,42.24
CAMISA,CAMISA,11704-17-S1,20260123-YIWU-CASSINI,H. CAMISA P/S BRUNO CASSINI BLUE 32-33,,Unidad,CASSINI CAMISAS CABALLEROS,10.56,0.00,2.00,21.12
CAMISA,CAMISA,11704-17-S2,20260123-YIWU-CASSINI,H. CAMISA P/S BRUNO CASSINI BLUE 34-35,,Unidad,CASSINI CAMISAS CABALLEROS,10.56,0.00,2.00,21.12
CAMISA,CAMISA,11704-17.5-S2,20260123-YIWU-CASSINI,H. CAMISA P/S BRUNO CASSINI BLUE 34-35,,Unidad,CASSINI CAMISAS CABALLEROS,10.56,0.00,2.00,21.12
VESTIDOS DE FIESTA,VESTIDOS DE FIESTA,117152,,VESTIDO LARGO ALEX EVENING,,Unidad,VESTIDOS AURA DEFAS 2018,91.24,0.00,1.00,91.24
CAMISA,CAMISA,11901-16.5-S2,2022-05-12-CASSINI-CHINA,H. CAMISA P/S BRUNO CASSINI WHITE 34-35,,Unidad,CASSINI CAMISAS CABALLEROS,10.32,0.00,1.00,10.32
ROPA INTERIOR DAMA,ROPA INTERIOR DAMA,11940 (32),,M. BRASSIER BLANCO TL 32,,Unidad,,9.79,0.00,1.00,9.79
BISUTERIA,BISUTERIA,12-3954,,COLLAR,,Unidad,BISUTERIA Y PERFUMES,19.00,0.00,1.00,19.00
CAMISA,CAMISA,12001-15.5-S2,2022-15-12-CASSINI-YIWU,H. CAMISA P/S BRUNO CASSINI WHITE 34-35,,Unidad,CASSINI CAMISAS CABALLEROS,9.23,0.00,14.00,129.22
CAMISA,CAMISA,12001-16.5-S1,2022-15-12-CASSINI-YIWU,H. CAMISA P/S BRUNO CASSINI WHITE 32-33,,Unidad,CASSINI CAMISAS CABALLEROS,9.13,0.00,1.00,9.13
CAMISA,CAMISA,12001-16.5-S2,2022-15-12-CASSINI-YIWU,H. CAMISA P/S BRUNO CASSINI WHITE 34-35,,Unidad,CASSINI CAMISAS CABALLEROS,9.23,0.00,16.00,147.68
CAMISA,CAMISA,12001-17-S2,2022-15-12-CASSINI-YIWU,H. CAMISA P/S BRUNO CASSINI WHITE 34-35,,Unidad,CASSINI CAMISAS CABALLEROS,9.26,0.00,4.00,37.04
CAMISA,CAMISA,12001BG-17.5-S1,2022-15-12-CASSINI-YIWU,H. CAMISA P/S BIG SIZE BRUNO CASSINI WHITE 32-33,,Unidad,CASSINI CAMISAS CABALLEROS,10.09,0.00,1.00,10.09
CAMISA,CAMISA,12001BG-17.5-S2,2022-15-12-CASSINI-YIWU,H. CAMISA P/S BIG SIZE BRUNO CASSINI WHITE 34-35,,Unidad,CASSINI CAMISAS CABALLEROS,10.09,0.00,4.00,40.36
CAMISA,CAMISA,12001BG-19-S1,2022-15-12-CASSINI-YIWU,H. CAMISA P/S BIG SIZE BRUNO CASSINI WHITE 32-33,,Unidad,CASSINI CAMISAS CABALLEROS,10.09,0.00,1.00,10.09
CAMISA,CAMISA,12001BG-19-S2,2022-15-12-CASSINI-YIWU,H. CAMISA P/S BIG SIZE BRUNO CASSINI WHITE 34-35,,Unidad,CASSINI CAMISAS CABALLEROS,10.09,0.00,1.00,10.09
CAMISA,CAMISA,12001DC-16.5-S2,2022-15-12-CASSINI-YIWU,H. CAMISA D/P BRUNO CASSINI WHITE 34-35,,Unidad,CASSINI CAMISAS CABALLEROS,9.59,0.00,2.00,19.18
ROPA INTERIOR DAMA,ROPA INTERIOR DAMA,12110BLACK-34,,M.BRASSIERE CHAMELA,,Unidad,,10.79,0.00,1.00,10.79
VESTIDOS DE FIESTA,VESTIDOS DE FIESTA,12332WM,VESTIDOS-NOV-2018,VESTIDO LARGO MORGAN & CO,,Unidad,VESTIDOS-NOV-2018 AURA DEFAS,96.45,0.00,1.00,96.45
ROPA DE NIÑOS,ROPA DE NIÑOS,125-0406,,SWETER P/NINO 10-18,,Unidad,,6.60,0.00,1.00,6.60
PANTALON / DAMA ,PANTALON / DAMA ,13PW0103,,PANTALON KENNETH COLE,,Unidad,,59.67,0.00,1.00,59.67
GAFAS,GAFAS,14038,,M. GAFAS CHANEL VARIOS MODELOS,,Unidad,,4.50,0.00,2.00,9.00
GAFAS,GAFAS,14040,,M. GAFAS CHANEL VARIOS MODELOS,,Unidad,,4.50,0.00,1.00,4.50
ILUMINACIÓN,ILUMINACIÓN,142106,,CINTA 110V - 3000K DE 10 MTS P/ROLLO,,Unidad,,6.90,0.00,11.00,75.90
"MATERIALES, EQUIPOS, ACCESORIOS - ORDEFAS","MATERIALES, EQUIPOS, ACCESORIOS - ORDEFAS",142107,,CINTA 3M NEGRA,,Unidad,,0.87,0.00,1.00,0.87
ILUMINACIÓN,ILUMINACIÓN,142108,,SPOT 30 WATT BLANCO 4000K,,Unidad,,7.17,0.00,1.00,7.17
"MATERIALES, EQUIPOS, ACCESORIOS - ORDEFAS","MATERIALES, EQUIPOS, ACCESORIOS - ORDEFAS",142828,,CINTA ADHESIVA DOBLE FAST,,Unidad,,2.17,0.00,1.00,2.17
ILUMINACIÓN,ILUMINACIÓN,142980,,SPOT 30 WATT BLANCO 3000K,,Unidad,,6.52,0.00,20.00,130.40
VESTIDOS DE FIESTA,VESTIDOS DE FIESTA,1431,,VESTIDO LARGO DAVE & JHONNY,,Unidad,VESTIDOS AURA DEFAS 2018,91.24,0.00,1.00,91.24
CAMISA,CAMISA,14C-CPT-BN-14.5-S1,20211025-CASSINI-CHINA,H. CAMISA P/CABALLERO P/S NAVY 32-33 BRUNO CASSINI,,Unidad,CASSINI CAMISAS CABALLEROS,13.77,0.00,1.00,13.77
CAMISA,CAMISA,14C-CPT-BN-15.5-S1,20211025-CASSINI-CHINA,H. CAMISA P/CABALLERO P/S NAVY 32-33 BRUNO CASSINI,,Unidad,CASSINI CAMISAS CABALLEROS,13.77,0.00,1.00,13.77
CAMISA,CAMISA,14C-CPT-BN-15.5-S2,20211025-CASSINI-CHINA,H. CAMISA P/CABALLERO P/S NAVY 34-35 BRUNO CASSINI,,Unidad,CASSINI CAMISAS CABALLEROS,13.77,0.00,1.00,13.77
CAMISA,CAMISA,15/FA4470010,,CAMISA M/C CON CONTRASTE LATERAL/BUTTON DOWN,,Unidad,ANTHONY MORATO CAMISAS,26.00,0.00,1.00,26.00
CAMISA,CAMISA,150-3-17.5-S2,2022-05-12-CASSINI-CHINA,H. CAMISA P/S BRUNO CASSINI WHITE 34-35,,Unidad,CASSINI CAMISAS CABALLEROS,10.32,0.00,1.00,10.32
CAMISA,CAMISA,1509-14.5-S1,20260123-YIWU-CASSINI,H. CAMISA P/S BRUNO CASSINI ROSE 32-33,,Unidad,CASSINI CAMISAS CABALLEROS,10.56,0.00,9.00,95.04
CAMISA,CAMISA,1509-15-S1,20260123-YIWU-CASSINI,H. CAMISA P/S BRUNO CASSINI ROSE 32-33,,Unidad,CASSINI CAMISAS CABALLEROS,10.56,0.00,6.00,63.36
CAMISA,CAMISA,1509-15-S2,20260123-YIWU-CASSINI,H. CAMISA P/S BRUNO CASSINI ROSE 34-35,,Unidad,CASSINI CAMISAS CABALLEROS,10.56,0.00,5.00,52.80
CAMISA,CAMISA,1509-15.5-S1,20260123-YIWU-CASSINI,H. CAMISA P/S BRUNO CASSINI ROSE 32-33,,Unidad,CASSINI CAMISAS CABALLEROS,10.56,0.00,8.00,84.48
CAMISA,CAMISA,1509-15.5-S2,20260123-YIWU-CASSINI,H. CAMISA P/S BRUNO CASSINI ROSE 34-35,,Unidad,CASSINI CAMISAS CABALLEROS,10.56,0.00,9.00,95.04
CAMISA,CAMISA,1509-16-S1,20260123-YIWU-CASSINI,H. CAMISA P/S BRUNO CASSINI ROSE 32-33,,Unidad,CASSINI CAMISAS CABALLEROS,10.56,0.00,4.00,42.24
CAMISA,CAMISA,1509-16-S2,20260123-YIWU-CASSINI,H. CAMISA P/S BRUNO CASSINI ROSE 34-35,,Unidad,CASSINI CAMISAS CABALLEROS,10.56,0.00,5.00,52.80
CAMISA,CAMISA,1509-16.5-S1,20260123-YIWU-CASSINI,H. CAMISA P/S BRUNO CASSINI ROSE 32-33,,Unidad,CASSINI CAMISAS CABALLEROS,10.56,0.00,4.00,42.24
CAMISA,CAMISA,1509-16.5-S2,20260123-YIWU-CASSINI,H. CAMISA P/S BRUNO CASSINI ROSE 34-35,,Unidad,CASSINI CAMISAS CABALLEROS,10.56,0.00,12.00,126.72
CAMISA,CAMISA,1509-17-S1,20260123-YIWU-CASSINI,H. CAMISA P/S BRUNO CASSINI ROSE 32-33,,Unidad,CASSINI CAMISAS CABALLEROS,10.56,0.00,6.00,63.36
CAMISA,CAMISA,1509-17-S2,20260123-YIWU-CASSINI,H. CAMISA P/S BRUNO CASSINI ROSE 34-35,,Unidad,CASSINI CAMISAS CABALLEROS,10.56,0.00,5.00,52.80
CAMISA,CAMISA,1509-17.5-S2,20260123-YIWU-CASSINI,H. CAMISA P/S BRUNO CASSINI ROSE 34-35,,Unidad,CASSINI CAMISAS CABALLEROS,10.56,0.00,5.00,52.80
CAMISA,CAMISA,150BG-3-18.5-S2,2022-05-12-CASSINI-CHINA,H. CAMISA P/S BIG SIZE BRUNO CASSINI WHITE 34-35,,Unidad,CASSINI CAMISAS CABALLEROS,11.02,0.00,1.00,11.02
ROPA INTERIOR DAMA,ROPA INTERIOR DAMA,15290-32,,BRASSIER CHAMELA,,Unidad,,14.89,0.00,1.00,14.89
LEVA,LEVA,1611-10/58,20231201-DONGYANG-TERNOS,H. LEVA P/CABALLERO BRUNO CASSINI CELESTE MARFIL,,Unidad,CASSINI LEVAS/CABALLEROS,31.69,0.00,3.00,95.07
LEVA,LEVA,1611-11/46,20231201-DONGYANG-TERNOS,LEVA P/CABALLERO BRUNO CASSINI ROSA MOTA,,Unidad,CASSINI LEVAS/CABALLEROS,31.69,0.00,1.00,31.69
LEVA,LEVA,1611-11/48,20231201-DONGYANG-TERNOS,LEVA P/CABALLERO BRUNO CASSINI ROSA MOTA,,Unidad,CASSINI LEVAS/CABALLEROS,31.69,0.00,2.00,63.38
LEVA,LEVA,1611-11/50,20231201-DONGYANG-TERNOS,LEVA P/CABALLERO BRUNO CASSINI ROSA MOTA,,Unidad,CASSINI LEVAS/CABALLEROS,31.69,0.00,2.00,63.38
LEVA,LEVA,1611-11/52,20231201-DONGYANG-TERNOS,LEVA P/CABALLERO BRUNO CASSINI ROSA MOTA,,Unidad,CASSINI LEVAS/CABALLEROS,31.69,0.00,3.00,95.07
LEVA,LEVA,1611-11/54,20231201-DONGYANG-TERNOS,LEVA P/CABALLERO BRUNO CASSINI ROSA MOTA,,Unidad,CASSINI LEVAS/CABALLEROS,31.69,0.00,1.00,31.69
LEVA,LEVA,1611-11/56,20231201-DONGYANG-TERNOS,LEVA P/CABALLERO BRUNO CASSINI ROSA MOTA,,Unidad,CASSINI LEVAS/CABALLEROS,31.69,0.00,8.00,253.52
LEVA,LEVA,1611-11/58,20231201-DONGYANG-TERNOS,LEVA P/CABALLERO BRUNO CASSINI ROSA MOTA,,Unidad,CASSINI LEVAS/CABALLEROS,31.69,0.00,9.00,285.21
LEVA,LEVA,1611-11/60,20231201-DONGYANG-TERNOS,LEVA P/CABALLERO BRUNO CASSINI ROSA MOTA,,Unidad,CASSINI LEVAS/CABALLEROS,31.69,0.00,2.00,63.38
TERNO / CABALLERO ,TERNO / CABALLERO ,1611-2BC-2/46,20230525-CASSINI-TERNOS,TERNO P/CABALLERO 2 BOTONES BRUNO CASSINI,,Unidad,CASSINI TERNOS - CABALLEROS,43.55,0.00,1.00,43.55
TERNO / CABALLERO ,TERNO / CABALLERO ,1611-3BC-1/52,20230525-CASSINI-TERNOS,TERNO SMOKING 1 BOTON BRUNO CASSINI,,Unidad,CASSINI TERNOS - CABALLEROS,32.46,0.00,2.00,64.92
TERNO / CABALLERO ,TERNO / CABALLERO ,1611-3BC-1/54,20230525-CASSINI-TERNOS,TERNO SMOKING 1 BOTON BRUNO CASSINI,,Unidad,CASSINI TERNOS - CABALLEROS,45.45,0.00,1.00,45.45
TERNO / CABALLERO ,TERNO / CABALLERO ,1611-3BC-2/46,20230915-DONGYANG-TERNOS,TERNO P/CABALLERO 2 BOTONES BRUNO CASSINI/ GRANATE,,Unidad,CASSINI TERNOS - CABALLEROS,49.26,0.00,2.00,98.52
LEVA,LEVA,1611-9/46,20231201-DONGYANG-TERNOS,H. LEVA P/CABALLERO BRUNO CASSINI OLIVARE,,Unidad,CASSINI LEVAS/CABALLEROS,31.69,0.00,3.00,95.07
CAMISA,CAMISA,16301-15.5-S1,20241220-YIWU-CASSINI,H. CAMISA P/S WHITE BRUNO CASSINI 32-33,,Unidad,CASSINI CAMISAS CABALLEROS,9.64,0.00,12.00,115.68
CAMISA,CAMISA,16301-15.5-S2,20241220-YIWU-CASSINI,H. CAMISA P/S WHITE BRUNO CASSINI 34-35,,Unidad,CASSINI CAMISAS CABALLEROS,9.64,0.00,20.00,192.80
CAMISA,CAMISA,16301-16-S1,20241220-YIWU-CASSINI,H. CAMISA P/S WHITE BRUNO CASSINI 32-33,,Unidad,CASSINI CAMISAS CABALLEROS,9.64,0.00,1.00,9.64
CAMISA,CAMISA,16301-16-S2,20241220-YIWU-CASSINI,H. CAMISA P/S WHITE BRUNO CASSINI 34-35,,Unidad,CASSINI CAMISAS CABALLEROS,9.64,0.00,3.00,28.92
CAMISA,CAMISA,16301-16.5-S1,20241220-YIWU-CASSINI,H. CAMISA P/S WHITE BRUNO CASSINI 32-33,,Unidad,CASSINI CAMISAS CABALLEROS,9.64,0.00,4.00,38.56
CAMISA,CAMISA,16301-16.5-S2,20241220-YIWU-CASSINI,H. CAMISA P/S WHITE BRUNO CASSINI 34-35,,Unidad,CASSINI CAMISAS CABALLEROS,9.64,0.00,21.00,202.44
CAMISA,CAMISA,16301-17-S1,20241220-YIWU-CASSINI,H. CAMISA P/S WHITE BRUNO CASSINI 32-33,,Unidad,CASSINI CAMISAS CABALLEROS,9.64,0.00,6.00,57.84
CAMISA,CAMISA,16301-17-S2,20241220-YIWU-CASSINI,H. CAMISA P/S WHITE BRUNO CASSINI 34-35,,Unidad,CASSINI CAMISAS CABALLEROS,9.64,0.00,9.00,86.76
CAMISA,CAMISA,16301-17.5-S2,20241220-YIWU-CASSINI,H. CAMISA P/S WHITE BRUNO CASSINI 34-35,,Unidad,CASSINI CAMISAS CABALLEROS,9.64,0.00,7.00,67.48
CAMISA,CAMISA,16306-14.5-S1,2022-05-12-CASSINI-CHINA,H. CAMISA P/S BRUNO CASSINI LT. BLUE 32-33,,Unidad,CASSINI CAMISAS CABALLEROS,10.32,0.00,1.00,10.32
CAMISA,CAMISA,16306-16.5-S2,2022-05-12-CASSINI-CHINA,H. CAMISA P/S BRUNO CASSINI LT. BLUE 34-35,,Unidad,CASSINI CAMISAS CABALLEROS,10.32,0.00,1.00,10.32
CAMISA,CAMISA,16306-17-S2,2022-05-12-CASSINI-CHINA,H. CAMISA P/S BRUNO CASSINI LT. BLUE 34-35,,Unidad,CASSINI CAMISAS CABALLEROS,10.32,0.00,1.00,10.32
CAMISA,CAMISA,16318-15.5-S2,20241220-YIWU-CASSINI,H. CAMISA P/S BLUE BRUNO CASSINI 34-35,,Unidad,CASSINI CAMISAS CABALLEROS,9.64,0.00,2.00,19.28
CAMISA,CAMISA,16318-16.5-S2,20241220-YIWU-CASSINI,H. CAMISA P/S BLUE BRUNO CASSINI 34-35,,Unidad,CASSINI CAMISAS CABALLEROS,9.64,0.00,2.00,19.28
ROPA INTERIOR DAMA,ROPA INTERIOR DAMA,16350/34,,BRASIER CHAMELA,,Unidad,,17.34,0.00,1.00,17.34
ROPA INTERIOR DAMA,ROPA INTERIOR DAMA,16360-34,,"BRASSIER CHAMELA BLANCO, MORADO",,Unidad,,16.00,0.00,1.00,16.00
ROPA INTERIOR DAMA,ROPA INTERIOR DAMA,16380-34,,BRASSIER CHAMELA,,Unidad,,19.40,0.00,1.00,19.40
CAMISA,CAMISA,16701-14.5-S1,20260123-YIWU-CASSINI,H. CAMISA P/S WHITE BRUNO CASSINI 32-33,,Unidad,CASSINI CAMISAS CABALLEROS,11.26,0.00,10.00,112.60
CAMISA,CAMISA,16701-15-S1,20260123-YIWU-CASSINI,H. CAMISA P/S WHITE BRUNO CASSINI 32-33,,Unidad,CASSINI CAMISAS CABALLEROS,11.26,0.00,4.00,45.04
CAMISA,CAMISA,16701-15-S2,20260123-YIWU-CASSINI,H. CAMISA P/S WHITE BRUNO CASSINI 34-35,,Unidad,CASSINI CAMISAS CABALLEROS,11.26,0.00,6.00,67.56
CAMISA,CAMISA,16701-15.5-S1,20260123-YIWU-CASSINI,H. CAMISA P/S WHITE BRUNO CASSINI 32-33,,Unidad,CASSINI CAMISAS CABALLEROS,11.15,0.00,8.00,89.20
CAMISA,CAMISA,16701-15.5-S2,20260123-YIWU-CASSINI,H. CAMISA P/S WHITE BRUNO CASSINI 34-35,,Unidad,CASSINI CAMISAS CABALLEROS,11.10,0.00,26.00,288.60
CAMISA,CAMISA,16701-16-S1,20260123-YIWU-CASSINI,H. CAMISA P/S WHITE BRUNO CASSINI 32-33,,Unidad,CASSINI CAMISAS CABALLEROS,11.26,0.00,5.00,56.30
CAMISA,CAMISA,16701-16-S2,20260123-YIWU-CASSINI,H. CAMISA P/S WHITE BRUNO CASSINI 34-35,,Unidad,CASSINI CAMISAS CABALLEROS,11.26,0.00,6.00,67.56
CAMISA,CAMISA,16701-16.5-S1,20260123-YIWU-CASSINI,H. CAMISA P/S WHITE BRUNO CASSINI 32-33,,Unidad,CASSINI CAMISAS CABALLEROS,11.26,0.00,6.00,67.56
CAMISA,CAMISA,16701-16.5-S2,20260123-YIWU-CASSINI,H. CAMISA P/S WHITE BRUNO CASSINI 34-35,,Unidad,CASSINI CAMISAS CABALLEROS,11.10,0.00,19.00,210.90
CAMISA,CAMISA,16701-17-S1,20260123-YIWU-CASSINI,H. CAMISA P/S WHITE BRUNO CASSINI 32-33,,Unidad,CASSINI CAMISAS CABALLEROS,11.06,0.00,10.00,110.60
CAMISA,CAMISA,16701-17-S2,20260123-YIWU-CASSINI,H. CAMISA P/S WHITE BRUNO CASSINI 34-35,,Unidad,CASSINI CAMISAS CABALLEROS,11.10,0.00,12.00,133.20
CAMISA,CAMISA,16701-17.5-S2,20260123-YIWU-CASSINI,H. CAMISA P/S WHITE BRUNO CASSINI 34-35,,Unidad,CASSINI CAMISAS CABALLEROS,11.16,0.00,8.00,89.28
ROPA INTERIOR DAMA,ROPA INTERIOR DAMA,16834-L,,"BOXER CHAMELA AZUL, ROSA",,Unidad,,10.27,0.00,3.00,30.81
ROPA INTERIOR DAMA,ROPA INTERIOR DAMA,16841-L,,BRASILERA CHAMELA TABACO,,Unidad,,7.33,0.00,1.00,7.33
ROPA INTERIOR DAMA,ROPA INTERIOR DAMA,16900-34,,BRASSIER CHAMELA ROSA,,Unidad,,19.09,0.00,1.00,19.09
ROPA INTERIOR DAMA,ROPA INTERIOR DAMA,16904-M,,BOXER CHAMELA ROSA,,Unidad,,9.68,0.00,1.00,9.68
TERNO / CABALLERO ,TERNO / CABALLERO ,17001-10BC-2/50,20230525-CASSINI-TERNOS,H. TERNO P/CABALLERO 2 BOTONES BRUNO CASSINI,,Unidad,CASSINI TERNOS - CABALLEROS,43.87,0.00,1.00,43.87
TERNO / CABALLERO ,TERNO / CABALLERO ,17001-2BC-2/52,20221116-CASSINI-DONGYANG,H. TERNO P/CABALLERO BRUNO CASSINI,,Unidad,CASSINI TERNOS - CABALLEROS,47.43,0.00,1.00,47.43
TERNO / CABALLERO ,TERNO / CABALLERO ,17001-2BC-2/58,20221116-CASSINI-DONGYANG,H. TERNO P/CABALLERO BRUNO CASSINI,,Unidad,CASSINI TERNOS - CABALLEROS,47.43,0.00,2.00,94.86
TERNO / CABALLERO ,TERNO / CABALLERO ,17001-3BC-2/56,20230915-DONGYANG-TERNOS,TERNO P/CABALLERO 2 BOTONES BRUNO CASSINI/ COBALT BLUE,,Unidad,CASSINI TERNOS - CABALLEROS,44.78,0.00,1.00,44.78
TERNO / CABALLERO ,TERNO / CABALLERO ,17001-4BC-2/46,20230915-DONGYANG-TERNOS,TERNO P/CABALLERO 2 BOTONES BRUNO CASSINI/ PETROL BLUE,,Unidad,CASSINI TERNOS - CABALLEROS,44.78,0.00,2.00,89.56
TERNO / CABALLERO ,TERNO / CABALLERO ,17001-4BC-2/56,20230915-DONGYANG-TERNOS,TERNO P/CABALLERO 2 BOTONES BRUNO CASSINI/ PETROL BLUE,,Unidad,CASSINI TERNOS - CABALLEROS,44.78,0.00,6.00,268.68
TERNO / CABALLERO ,TERNO / CABALLERO ,17001-4BC-2/58,20230915-DONGYANG-TERNOS,TERNO P/CABALLERO 2 BOTONES BRUNO CASSINI/ PETROL BLUE,,Unidad,CASSINI TERNOS - CABALLEROS,48.87,0.00,2.00,97.74
TERNO / CABALLERO ,TERNO / CABALLERO ,17001-7-BC-2/46,20231201-DONGYANG-TERNOS,H. TERNO P/CABALLERO BRUNO CASSINI,,Unidad,CASSINI TERNOS - CABALLEROS,65.23,0.00,4.00,260.92
TERNO / CABALLERO ,TERNO / CABALLERO ,17001-7-BC-2/56,20231201-DONGYANG-TERNOS,H. TERNO P/CABALLERO BRUNO CASSINI,,Unidad,CASSINI TERNOS - CABALLEROS,65.23,0.00,1.00,65.23
TERNO / CABALLERO ,TERNO / CABALLERO ,17001-8-BC-2/46,20231201-DONGYANG-TERNOS,H. TERNO P/CABALLERO BRUNO CASSINI,,Unidad,CASSINI TERNOS - CABALLEROS,65.23,0.00,1.00,65.23
TERNO / CABALLERO ,TERNO / CABALLERO ,17001-8-BC-2/56,20231201-DONGYANG-TERNOS,H. TERNO P/CABALLERO BRUNO CASSINI,,Unidad,CASSINI TERNOS - CABALLEROS,65.23,0.00,2.00,130.46
CAMISA,CAMISA,17601-14.5-S1,20260123-YIWU-CASSINI,H. CAMISA P/S WHITE BRUNO CASSINI 32-33,,Unidad,CASSINI CAMISAS CABALLEROS,10.53,0.00,12.00,126.36
CAMISA,CAMISA,17601-15-S1,20260123-YIWU-CASSINI,H. CAMISA P/S WHITE BRUNO CASSINI 32-33,,Unidad,CASSINI CAMISAS CABALLEROS,10.49,0.00,3.00,31.47
CAMISA,CAMISA,17601-15-S2,20260123-YIWU-CASSINI,H. CAMISA P/S WHITE BRUNO CASSINI 34-35,,Unidad,CASSINI CAMISAS CABALLEROS,10.50,0.00,8.00,84.00
CAMISA,CAMISA,17601-15.5-S1,20260123-YIWU-CASSINI,H. CAMISA P/S WHITE BRUNO CASSINI 32-33,,Unidad,CASSINI CAMISAS CABALLEROS,10.53,0.00,7.00,73.71
CAMISA,CAMISA,17601-15.5-S2,20260123-YIWU-CASSINI,H. CAMISA P/S WHITE BRUNO CASSINI 34-35,,Unidad,CASSINI CAMISAS CABALLEROS,10.56,0.00,16.00,168.96
CAMISA,CAMISA,17601-16-S1,20260123-YIWU-CASSINI,H. CAMISA P/S WHITE BRUNO CASSINI 32-33,,Unidad,CASSINI CAMISAS CABALLEROS,10.56,0.00,4.00,42.24
CAMISA,CAMISA,17601-16-S2,20260123-YIWU-CASSINI,H. CAMISA P/S WHITE BRUNO CASSINI 34-35,,Unidad,CASSINI CAMISAS CABALLEROS,10.56,0.00,3.00,31.68
CAMISA,CAMISA,17601-16.5-S1,20260123-YIWU-CASSINI,H. CAMISA P/S WHITE BRUNO CASSINI 32-33,,Unidad,CASSINI CAMISAS CABALLEROS,10.52,0.00,6.00,63.12
CAMISA,CAMISA,17601-16.5-S2,20260123-YIWU-CASSINI,H. CAMISA P/S WHITE BRUNO CASSINI 34-35,,Unidad,CASSINI CAMISAS CABALLEROS,10.56,0.00,16.00,168.96
CAMISA,CAMISA,17601-17-S1,20260123-YIWU-CASSINI,H. CAMISA P/S WHITE BRUNO CASSINI 32-33,,Unidad,CASSINI CAMISAS CABALLEROS,10.53,0.00,8.00,84.24
CAMISA,CAMISA,17601-17-S2,20260123-YIWU-CASSINI,H. CAMISA P/S WHITE BRUNO CASSINI 34-35,,Unidad,CASSINI CAMISAS CABALLEROS,10.49,0.00,8.00,83.92
CAMISA,CAMISA,17601-17.5-S2,20260123-YIWU-CASSINI,H. CAMISA P/S WHITE BRUNO CASSINI 34-35,,Unidad,CASSINI CAMISAS CABALLEROS,10.56,0.00,6.00,63.36
CAMISA,CAMISA,17601-SK-14.5-S1,20241220-YIWU-CASSINI,H. CAMISA P/SMOKING WHITE BRUNO CASSINI 32-33,,Unidad,CASSINI CAMISAS CABALLEROS,10.94,0.00,6.00,65.64
CAMISA,CAMISA,17601-SK-15-S1,20241220-YIWU-CASSINI,H. CAMISA P/SMOKING WHITE BRUNO CASSINI 32-33,,Unidad,CASSINI CAMISAS CABALLEROS,10.94,0.00,2.00,21.88
CAMISA,CAMISA,17601-SK-15-S2,20241220-YIWU-CASSINI,H. CAMISA P/SMOKING WHITE BRUNO CASSINI 34-35,,Unidad,CASSINI CAMISAS CABALLEROS,10.94,0.00,7.00,76.58
